Término,Frecuencia
billetes pa’ gastar,1
fashion week,1
benjamín las modelos,1
supreme maletas louis vuitton,1
solo pienso en to’s,1
ellos me conocen,1
si yo te digo,1
nunca pido disculpas,1
bereta baby,1
vegeta la mochila de supreme,1
demasiado super,1
una hooka menta,1
pregúntale a tu jefa,1
un porro de gelatto por eso,1
soy más duro,1
máxima seguridad,1
cualquier 4,1
pura dinamita,1
no lo aa olvidado,1
y entre la familia miguelito cuadras,1
buscando el camino mas seguro,1
por lor mas pesados,1
un señor de los mas respetados,1
aser diferente,1
pero paso a paso,1
ya vere su historiaa,1
manuel de trabajo,1
un hombre de nacimiento,1
de huarache cruzado y cachucha,1
entre paisajes verdes,1
entre dicha y entre placer te entregaste al ser que tú quisiste tanto,1
entre sollozos y llantos,1
entre dolor y besos y caricias mías era tu primera,1
tu primera fantasía que se te hacia realidad,1
esa noche de placer que recorrí tu piel,1
el alma te desnude lo mejor me lleve te quite la inocencia,1
hiceme a tu linda piel,1
tu más blanco pecado,1
siempre desde plebee,1
por ahi seguido,1
lo que lleva dentro,1
bien acompañadoo,1
me lo vas a pedir una vez más todo va a iniciar contigo,1
sé que te va a gustar,1
te voy a complacer,1
bye-bye-bye besame no pares de besar besame besame,1
if its not you,1
ay-ay-ay-ay thinking about you all the time,1
ay-ay-ay-ay i dont wanna lie-lie-lie-lie but you make me feel alright got you on my mind,1
but its just for the night,1
and it don't feel high,1
rumba vino,1
por no haberme abandonado y siempre haber estado aquí,1
tu cara de santa,1
jaja dime,1
por no haberme abandonado y siempre haber estado aquí y así suena el amor de la calle,1
porque éramos novios y tu mami no sabía,1
asi de sencillo,1
hoy disfruta tal,1
muy querido y distinguido,1
tambien el ganado,1
te robe lo más sagrado te robe tu sencillez,1
no te preocupes mi amor,1
chiquitita los gfez todo,1
mamalón me,1
con la mujer correcta,1
solo quiero decirte,1
qué fantasy ey,1
me dices que sí,1
por mí te vuelves delincuente,1
somos polos opuestos,1
aunque tú mai,1
prada no,1
"te, te ponte",1
ajá ay,1
te mueres,1
ese tatto dejame ver,1
dime te gusta,1
"yo sé tú piensas en mí, to'",1
por ti me vuelvo un delincuente,1
mercedes-benz happy,1
lv algo,1
a las diez en punto yo voy por usted,1
se porta muy mal,1
nada en secreto me dices que sí cuando me miras ay,1
calle traigo,1
lo que lleva adentro,1
pisteando bironga fría,1
o se alinean,1
de la oficina,1
uh los colores cambian,1
compa luis r compa tito ¡tracas,1
telcel compa gabo,1
o sе alinean,1
rubicón puro scary movie,1
menean los scar,1
los blancos,1
lambo chingo,1
mamalón porque vengo,1
en el playón,1
lo bueno traemos pa’ todo terreno,1
un whiskyto somerito pa’ seguir,1
andamos prendidos,1
le tiro y me contesta,1
le dimos para el malecón fierro,1
red bull llegaron,1
full botellas,1
y besitos al revés,1
disculpame pero,1
de bala,1
otros te hablan y solo yo te,1
yo me muero yo me muero,1
hermès tu conjunto,1
gossip girl te,1
de todas las drogas tú eres la mejor chica fresa,1
"lady dior no te lo niego, te volviste mi adicción",1
le canté,1
que le dé un concierto privado ella,1
la cabeza fría,1
me sincero mucho el momento,1
no saben por lo que he pasado,1
i don't give a fuck todo,1
glock a,1
así no me crio mi mamá billete,1
pero no tiro la toalla con eso yo no crecí,1
todas estas mujeres,1
me quieren copiar y no me dan la talla,1
pero ese tiempo,1
que me emociona cuando me besan cuando me abrazan,1
me marca,1
ese día cuando te miré,1
las solicitudes tengo a,1
me marca me enfada y si fuera poco,1
"me encanta cómo seduces, yo me voy hasta las nubes",1
tres anillos,1
lo envidia por que entre sus filas,1
ser aguerrido,1
al servicio del m,1
maría esa,1
güera la de anoche,1
porsche traigo,1
no necesito razones,1
otros te dedican canciones,1
de estudiar está cansada,1
ella es niña bien de casa,1
somos nuestro pasatiempo,1
"la vida que quieras, mi amor",1
la fama y los excesos,1
hublot varias,1
sus amigas quieren,1
mi antojo mi antojo la novia del artista,1
de ninguna me enamoro,1
por ti mueren multitudes,1
parece que yo andaba loco todo agüitado que no salía ni para la calle porque estoy feo,1
porque estoy feo,1
y tu que te ganas con decir,1
bien tony montana,1
de la buena le jalé,1
tú sé feliz yo quiero,1
mis ojos la miraban,1
me enamoré,1
yo me imaginaba hasta besandole los pies,1
mis ojos la miraban con lujuria,1
para no darle vueltas al asunto que traigo a millones de años luz,1
para no darle vuеltas al asunto que traigo a millones de años luz еstás de las demás,1
pero en el humo,1
por eso nada,1
según lo nuestro,1
por ti ando buscando los anillos,1
te mando un chingo de textos,1
neptuno ¿dónde,1
naturaleza bélica,1
entre las brechas,1
naturaleza bélica en la sangre,1
bien belicones,1
m60 las camionetas,1
bien activa cargo a mi plebada,1
vidas de altas y bajas,1
la cachucha puesta de los,1
y a una frеsa no sé decirle,1
los vergazos en la tahoe,1
esa noche no se olvida,1
"buscando tanto, la vida me",1
no te quieren ver arriba,1
por más amigos,1
la cachucha puesta de los guzmán salazar,1
don roque,1
le di vuelta la moneda,1
soy de familia pobre,1
le pedí a mi san juditas,1
jaja ¡uh,1
miguel arriba los ondeados mafia,1
la k,1
diego arriba la mafia,1
"al cien está el mechezón si me pide, yo le doy el mundo es nuestro",1
tony montana nariz,1
de la buena le jalé y no siento nada,1
el amg,1
"al cien está el mechezón si me pide, yo le doy ¡",1
rigo armenta,1
del rancho de san francisco,1
se llevo una linda dama,1
somos los alfiles,1
de varios colores,1
yo no soy mañoso,1
traemos puro barrett,1
ya agarré mi puesto,1
me topo de frente,1
la fe del golfo,1
ahí viene la gente,1
mis hombres se alocan,1
balas te tungsteno pa' tirar vergazos paso por jiménez,1
que hace un pinche,1
para que puedas pasar,1
eres la única que no me hace volver que no me hace volver a recordar las cosas del pasado,1
me perdí en un mundo,1
que fumaría,1
homi me,1
sin pensar los años un,1
lo culero de mi infancia,1
sacar prefiero,1
el dolor que está contigo,1
me siento solo y triste,1
puro grupo alfiles de batallón uniforme negro y unas,1
under armour camiseta,1
ahí llevo una corta,1
felón saben,1
que joaquin,1
tambien responsabilidad se ah incorporado un nuevo jefe,1
los gallos en los tapados,1
por una morena,1
los hombres,1
por eso en los pueblos,1
con hijos por donde quiera,1
al buitre de las montañas gabino barrera,1
su negra mirada un aire,1
gritaba ¡viva zapata!,1
con una botella de caña en la mano,1
la plata,1
pero le gustaba pagar los mariachis,1
sus pies campesinos usaban huaraches,1
calzones de manta,1
su paño al cuello enredado,1
cargaba pistola,1
andando en la borrachera,1
puro grupo alfiles de batallón,1
en un viaje me voy,1
fúmele más a,1
por otro perros temidos,1
cholón con,1
botas militares,1
cuando me entonaba la agarraba larga siempre fui de acción,1
sacar al jefe del desmadre allá por monax,1
la misión,1
una macabra,1
la capital,1
ajua) brinca,1
bien paniqueado,1
le arremangué macizo,1
solo le dicen,1
los verdes andan pero bien bravos,1
le dieron muerte aquel hombre su fuga,1
pero no le fue posible se oyeron varias descargas de rifles de alto calibre,1
con la pistola en la mano,1
yo te lo puedo jurar,1
mi carro,1
ese tiempo ya paso,1
si no me deja pasar,1
antes de ser judicial usted,1
la banda y helada,1
pichui con el elegante,1
con la pinta de bandido,1
cruz de elota,1
si no las ciencias,1
ya saben que me la pela la pinche policía,1
ponernos bien locos,1
yo quiero marihuana,1
la neta te lo canto,1
christian lara jaja,1
puro nivel,1
compa christian,1
tú me enseñaste,1
eah te,1
que dejaste triste sin decir adiós,1
que dejaste triste sin decir adiós tal,1
con nadie,1
mar fuistes,1
"pues nada, pues nada",1
pues nada,1
unos besos,1
las morritas fresa,1
mazatlán con,1
son virtudes que tengo yo por eso me eligio el señor yo fui gafe de alto,1
un militar con alto,1
de empresas guzman,1
la consigna,1
con cuernos y troncas,1
no me olviden soy joaquin,1
por hay dicen qke,1
con el golpe de dos nubes cae un rayo,1
a nachito,1
de los golpes de la vida yo eh aprendido pa,1
por hay tengo un buen aliado mi compadre,1
mis fuciles,1
trabajaba yo derecho,1
cuando niño,1
durango de durango e adoro te arango yo soy de la sierra,1
me comparan aunqke,1
ami cuadrilla,1
francisco villa porqke,1
joaquin guzman,1
pero yo me siento,1
los plebes 'tán bien zafados rayas,1
dos cheyennes,1
un toque,1
activados están los chavalos,1
con cuernos,1
la consigna era salvar,1
la plebada belica,1
ni tampoko,1
no son chota,1
no la pienzan pa tirar bazukasos,1
no le teme,1
de esa qe,1
de gente bn peligrosa todos bn empecherados sus cuernos traen tiro arriba siempre alerta vigilando son,1
no se asusten ni se asombren,1
con hechos,1
si madrugas,1
el que persevera,1
por cien,1
joaquín guzmán loera,1
por eso lo protegemos,1
así somos en la sierra un favor,1
por eso le agradecemos,1
cuando éramos pobrecitos y el gobierno,1
cuando viene pa' la sierra aquí,1
y me decía mi padre,1
el miedo hace rato,1
un hijo del general doscientos,1
un jueves en,1
cieen estoy,1
yahir tarin,1
adrian l santos,1
chanеl mami,1
lv ella,1
qué buen portе,1
pero en mi vida te quiero tener,1
cantaar el corrido de 3 gallos,1
el poncho el pariente,1
andaba alegre,1
yo listo yo estoy,1
una rover,1
el 50 me an,1
soy el gafe presidencial,1
chapo ahi,1
si ahi,1
y mis rifles,1
los contras estan ubicados yo,1
el 50 llevo,1
esas ordenes me dio el tio mi raza patrulla las calles,1
mi trabajo lo ago bien echo no ahi,1
m más cabrón,1
chau baby,1
scar visito,1
no te hagas la difícil,1
de calzado militar,1
un tabaco pa'l rеlax,1
un blindaje,1
pura doble p así nomás,1
pues sigo operando ¡chau! pa,1
a la flaca,1
yo los tengo,1
dependo de los guzmán afirmativa,1
los echo pa' la fosa traigo puro ex militar,1
aquí no hay chanza de hablar,1
al diablo le he de rezar,1
no me importa a mí me gusta chambear,1
somos cmo una familia los antrax de,1
con el cartucho cortado siempre asi me la navego respaldamos,1
quee eeh,1
cn pechera,1
chanel mami,1
lv te,1
pero en mi vida te quiero tener qué buen porte,1
mire señor federal no,1
tu camioneta pick up me,1
pero no le costa a nadie,1
eres perfumada rosa que has,1
esos ojos,1
tu recuerdo lo guardo en mi pecho,1
esos labios que un dia me,1
me persigue una perra amargura,1
no has perdido jamas tu ternura yo no e visto,1
eres diferente a todas,1
eres perfumada rosa la dueña de mi,1
nos volveremos a ver eres flor,1
por mis caricias de amor ya con esta me despido mañana a la misma hora,1
por mis caricias de amor eres flor,1
le pregunto un federal cargas muy bien arreglada,1
que más puedo hacer por ti,1
porque ahora,1
yo me dormí vuelve,1
ven a hacerme feliz yo fuí a tu casa y no te vi ¿quién me lo manda?,1
vente conmigo y dame tu amor vuelve,1
flor de las flores,1
"te ando enamorando y en ti, me pongo a pensar mañana",1
"tú, mi chiquitita te",1
de contigo platicar,1
hoy sonriendo me brindan desprecio,1
no e podido olvidar tu cariño,1
no me culpes te sigo queriendo,1
tu te encuentras,1
me obedecen y respetan nada mas porque soy hombre con los pies sobre la tierra tranquilo,1
ni tampoco de uniforme,1
graban el tablero para manguerear y el rolex me comienza,1
la tusy,1
carros de lujos,1
las niñas malas,1
no me preocupo,1
bien enjoyado,1
gustos exóticos afrodisiacos,1
brillar-ar-ar vida de junior,1
graban el tablero para manguerear y el rolex me,1
la tusi las pone,1
carros de lujo,1
las niñas,1
no me preocupe,1
no me importa yo te sigo,1
me despido llorando y cantando,1
me despido florita del alma,1
yo me encuentro tu ausencia,1
siento tantas ganas,1
trigueñita hermosa cuando tomo vino,1
con grande fervor mañana,1
ojos chinitos,1
bien relax con mezcal,1
la que cooperó para el joven,1
no era fácil doblar al chavalo solo,1
todo un operativo montado,1
con dinero y poder en las manos a consejos no les haces caso su familia,1
me dio aquel muchacho hace poco,1
un secuestro,1
casi tres horas de carretera,1
lo subieron a una camioneta,1
con el pulso,1
y una bolsa de coca en la cama agachado,1
ya la fiesta quedó terminada,1
des controlaba,1
más la fiesta,1
no recibiera ningún maltrato,1
pero no lo sé lo más raro,1
la creencia,1
el muchacho estaba desarmado y a su gente la había descansado,1
le llegaron con rifles de asalto,1
la pegajosa mejor pa' mi gusto,1
no ocupas ser tú de la,1
"tú, mi chiquitita te ando vacilando te",1
tan sólo rólate un cigarro deja,1
como los capomos que,1
hermosa linda,1
"no fuck you, baby tengo",1
oh fuck you,1
y me mandas corazoncito-o-os y en mi,1
mercedes me,1
los mayitos y tambien goyo gastelum saludo,1
me amanezco,1
de la perla,1
avel cazares,1
doble cargador,1
una 38 super traego,1
yo vivo la vida loca mas no le hago a la loquera,1
bukanas ahi,1
hoy la vida yo la vivo a mi manera,1
al estilo catarino me presento,1
los balazos me los curo,1
roka les,1
si vas bajando rólate otro,1
con mi gente soy sereno,1
con los contras sanguinario,1
no me atengo a mis guaruras,1
lo que les había prestado,1
regresó mi buena suerte,1
ya logré recuperarme,1
por si están con el pendiente,1
cuando mi mano,1
sé que están pa,1
mis amigos y parientes,1
con coraje luchan mis hombres,1
por eso sigo al mando,1
pero los tiempos,1
porque este trono,1
pero los vientos,1
ya he contestado muchas preguntas,1
la rana nuevo,1
nuevos carteles y este,1
no soy partido,1
chavalón el jefe le agradeció,1
al 50 mis respetos,1
el tostón era de a peso,1
la gente del peritaje solo,1
por si quieren saludarme y si no me contestaban sé que estaban ocupados no,1
cuando les pague algún vicio,1
un mayor grito: alto al fuego,1
tu amarga soledad que,1
pero nadie sabe,1
para un cora,1
de este fucking mal de amor de la tusa ajena me reía,1
dios sáname,1
te lo pido de rodillas,1
sacame de esta pesadilla,1
la única que me interesa,1
pero no me siento mejor,1
todo el mundo gira a mi favor,1
de tu paz,1
de tu vibra,1
nada me entretiene soy un pobre,1
a solas lloro,1
porque fuerte no soy que no me odies,1
"todo el amor que tú me dabas, me arrepiento creo que voy a llorar y la verdad",1
mi mente loca,1
no lo puedo negar y me lastima en lo profundo del alma,1
que te hacían vibrar que me rodea una armadura de acero,1
que me olvidé de los pequeños detalles,1
el 50,1
minutos de duelo,1
con la mano en la espoleta,1
ya no quiero oír tu voz ya te perdone una,1
la intimidad me estaba llamando,1
del pasado no hablo ya no te sigo,1
el diablo en mi hombro el que me convenció no,1
como perro a tu lado,1
me traes muy pegado,1
yo se qué hay alguien más no me puedes engañar vives,1
la energía,1
tus caricias,1
ismael pero,1
mis respetos a los santos,1
ni con dios,1
el que tenta un inocente a,1
pues alguien metio la mano,1
para llevarme a las rejas les,1
que me buscan los soldados,1
ni modo asi,1
y a la calle empecherado hago,1
a la fiestas elegante,1
la quito,1
nunca me diste tu atención salí,1
te voy a explicar fue la tentación ocupaba del amor,1
era más el coraje,1
el diablo en mi hombro el que me convenció,1
el jefe giró la orden,1
el que la libró el 80,1
revolver cannabis,1
ya me tocaba perder,1
la muerte sobre mi espalda,1
lo caliente de las balas,1
o los mato o me matan,1
los carros en llamas,1
los radios hechos locos,1
la gente gritaba eran cuatro contra 80 fuego contra fuego,1
había humo de balas,1
cornelio vega ¡ayayaaay!,1
mil gracias por enseñarme y tú eres sin duda mi más perfecto,1
no tienes sentimientos,1
se las llevó el viento solo fuiste un error,1
todas tus promesas,1
yo te daba todo entero el corazón,1
la verdad no entiendo ni sé la razón,1
yo sigo viviendo,1
afi dicen qe,1
qe ahi,1
por mas que han recorrido caminos,1
sacamos yates,1
como yo a ti nadie te,1
ah baby,1
jaja ah,1
de bandido me retiro,1
"sexy baila, sonrisa del mar me",1
ah mami,1
me conocen como el plumas y punto,1
disney molly,1
los muchachos sacan princess,1
san andrés seis estrellas,1
jaja compita alex,1
estilo cj,1
las cuatro,1
m con el jefe 1,1
y a la orden del señor,1
pero cuidado,1
siempre tranquilo',1
gdl nuestro,1
somos jefes el puesto nos,1
mi especialidad,1
eh ya,1
sexy baila,1
"me domina, ella me pone mal de bandido me retiro",1
querian pasarse de vivos,1
muchjo tambien io,1
komo io te kiero k,1
luna i el sol escamvio,1
mui mal kevivan,1
k kritican,1
ai van,1
eso lo siento aquí,1
y guárdame esta noche,1
ya no le saques tanto la vuelta,1
o tienes miedo de encontrar,1
soy guerrero taliban,1
colorados me,1
de adorno las calaveras la santa muerte,1
hoyo tiro,1
y las lacras 7 metros bajo tierra,1
los talibanes respeto pa las mujeres los niños de igual,1
pocos amigos enemigo,1
la parka,1
me volvi muy sanguinaro,1
a este gallo las plumas,1
nunca lo defraudaré,1
y al jefe 3,1
tu amor me,1
ya sé cómo se siente,1
pero me das un simple beso,1
de ti platico yo con dios ya sé cómo se siente que alguien te dé,1
sin ti me siento,1
nunca me deje solo amor quiero,1
con tus amigas un beso de tres,1
dice: me traes bien pinche enamorada bailando sola,1
la que ni los mensajes,1
la niña fina,1
le saco mi glock,1
si algún pendejo a ti te,1
tu novio te llena el cel,1
la feria que traigo,1
uber tu bato alucín ¿qué,1
gpi mandé,1
empresa sm ¡uh! saque,1
kalashnikov arre,1
quieren bellaquear,1
ey gpi,1
que alguien te dé,1
y me levanta en mis caídas no,1
al jefe 2,1
para darme consuelo tu confianza está en mi y siempre estás conmigo,1
pues solo no me deja yo sigo al cien,1
un brindis que va pa'l cielo,1
con dios,1
blindados personalizados,1
luis así nomás somos,1
compa jasiel tracas,1
diecisiete años a la orden diecisiete,1
que nos busquen,1
aún la navegamos,1
pues fácil,1
la gente que nos conoce,1
si quieres que yo me muera,1
yo no quiero vivirla,1
sinaloa gracias por,1
los gfez no me digas que me extrañas,1
y no se te quita lo cabrona,1
cuando me dejaste mal y no quisiste hablar,1
una aplauso a tu sinismo,1
no se le quita lo cabrona después,1
sigues konmigopues,1
me recuerda que en tus brazos me dormía,1
ese tiempo tan feliz,1
mis hermanos los llebo,1
kon tu gentte siempre alegre,1
dond hisistte,1
no le gusto dejarse de nadie,1
era de arranqke,1
gran eskuela dond ttu te criastte dicen de tal palo,1
tantta alegriia,1
tambien el grupo enigma norteño tus,1
no parabas en tus kamionetas menos,1
te sentias kmo el ave,1
teniéndote a ti,1
al año,1
cornelio vega,1
"y tú, quién te saque",1
creo que ya te estás tardando,1
yo no estoy para rogarte menos,1
los consigo en otro,1
un buen cuerpo y buena cara,1
el amor que yo te daba mis ganas de convencerte,1
si te quieres ir,1
te llebaremos en nuestras mentes adios,1
les encargo mucho a mi familia,1
que la que cae deporsi de esa mujer me fascina,1
mis amigos qke tantto apreciabaa mi retoño tu llebas mi sangre,1
te cambia la vida y sales adelante,1
pero eres honrado y eso,1
por las bendiciones,1
son humildes y muy serviciales,1
don manuel,1
culiacán me,1
son del ranchito de monteverde,1
ciudad juárez,1
para ese entonces yo andaba en,1
la casa encendida,1
les coloqué unas granadas,1
me pelé en la madrugada eran quince hombres del,1
no entraron pronto por mi para,1
tu casa está rodeada,1
yo bien mal y tú normal,1
no me debiste haber perdido,1
ya tus amigas te,1
tus ojos me decían las mentiras,1
,1
que la que cae deporsi,1
me fascina su forma de ser,1
mi cariño lo pagaste con traiciones,1
me queda bien claro que la vida,1
me apodan el chapo el hijo de la tuna,1
hoy soy respetado mi rango,1
con mi juguete,1
no cuento mi futuro,1
por el 2000,1
con la ropita cara,1
la moto pa pasiarme,1
los santos,1
y no me canso de besar tus dulces labios,1
donde las almas,1
donde todo es dulzura,1
lo importante,1
me vuelve loco esta,1
pero el tiempo es justiciero y vengador a,1
te quisiera yo borrar del pensamiento,1
me quisiera emborrachar de sentimiento,1
el recuerdo de tu amor quiero olvidar,1
otro así te pagara,1
pero anda ingrata,1
nadie me ha contado,1
un saludo a la plebada,1
de esa mujer,1
culiacan mando,1
su mirada me da a,1
cada vez que voltea y me mira,1
disfrutando de la vida y sus placeres,1
ahí seguimos puro pa' delante compa,1
los que no se han superado siempre,1
para eso soy muy discreto pues,1
ya sabemos los negocios,1
que el dinero de 'onde,1
las mujeres más hermosas,1
ahí andamos por las calles más notorias,1
soy de clase y sigo humilde,1
el respeto de la gente me he ganado,1
,1
que te perdone dios,1
con ella muevo los encargos del quesito,1
me quitó la pechera,1
la vida recia te,1
y escuchas los radios,1
te miras como una morra fresita,1
chinito pura clave especial ey,1
un partyzon,1
ni sabados ni domingo,1
amistades de arriba y de abajo,1
i can't kiss and tell,1
rich as hell bad,1
let me stop,1
let me knock it out like the juggernaut,1
rich or not) pussy good,1
is you rich or not?,1
cds in the parking lot now my lil' bitch want five racks for a new bag,1
igual que el zorro,1
mi tío nay,1
la familia,1
tiramos plomo,1
a mi abuelo poncho mis respetos,1
mis hermanos,1
el viejo sabe,1
y la traigo,1
del ruso yo traigo la bandera,1
mi escuela traigo de sus consejos,1
por eso yo respeto a la gente,1
a mí me gusta que me respeten,1
gilberto peralta,1
why she hatin' on me?,1
tell her go to hell,1
money too tall,1
i can't go to jail,1
flexin' wake up and brush my teeth,1
glock flexin,1
esta niña en el trocón me la llevo,1
fuckboy fuck,1
playboy lo,1
ak esos culitos,1
you might also like flexin,1
get tickets for your favorite artists,1
see upcoming rap,1
got me walkin' 'round with your bank account on me,1
woo) look at my cuban links,1
forget my bank account was on,1
flexin' so many diamonds,1
fuck 12,1
too many racks,1
couldn't take the smell,1
wake up,1
yeah i had to grind for real had to ride the train before i,1
it was just me and durel,1
glock para,1
jeep cuerno duvalín,1
dubai vale,1
el respeto ha ganado en el medio ambiente,1
le gusta de todo también los de caucho,1
un reloj cartier,1
prendas de oro blanca plomo,1
ahí vamos empachados hay bartolo,1
aquí no cabe ningún corriente,1
la que me mueve me la llevo sin broncas en el ambiente,1
del siete nueve,1
junto a los camaradas que de la infancia siguen al tiro,1
ya la he tenido una cerveza helada,1
mi delirio las damas,1
soy de pocas palabras,1
porque siempre mi mano yo la he tendido al que podido eso me lo inculcaron desde que apenas yo era un morrillo,1
por eso yo disfruto gastando verdes,1
que en este mundo nada,1
pues la familia,1
porqe esta mui fea la cosa ruegenle,1
ya con esta me despido i aki,1
ante nadie,1
porqe ai muchos enemigos,1
la empresa del jefe,1
siempre sera gente del mayo,1
scar más,1
vicente el ping,1
modo al capone,1
un italiano que me mueve por la ciudad,1
como pez en el agua,1
su nombre,1
plomo contra plomo cerebro,1
lo respalda el che,1
compadre del gordo,1
de plebe a la prepa,1
solo un atracción,1
si no quieren calen,1
una cinco siete,1
colecciona arma,1
el tony montana,1
juegan poker texas,1
un lugar de lujo,1
abren las apuestas,1
la cosa perfecta pa jugar baraja,1
camisa burberry gucci louis vuitton de,1
la bolsa,1
cuban necklace i,1
me juró aquel amor,1
que cantábamos juntos los dos y ahora que no eres mía,1
yo ya me queria calmar,1
me puse todo el equipo,1
les dije: -a mi me respetan!,1
frente a todas las miradas,1
y la granda,1
con basukas y antiaereos,1
su combo,1
y no me apunten de nuevo,1
que no le voy a hacer nada,1
no tiemble mucho sargento,1
sin equipo y sin pistola,1
y le quite la espoleta,1
un saludo no se niega,1
ya que me estiro su brazo,1
no traer a todo tu equipo,1
o mirarnos de cerquita?,1
-mi sargento ¿,1
nunca me asustado nadie,1
son gonzalo,1
por que se que de sus filas,1
por hoy sigo en,1
como ven nadie me humilla,1
lo que aprendo no se olvidase lo transmito a mi gente,1
yo soy macho,1
una hpnotiq,1
con tu,1
usted pídame,1
subir fotos,1
la princesa,1
gpi 2 y puro,1
y esto es,1
que de esa ninguna me empacha,1
de ladito la cachucha allá de lejos,1
la respaldo,1
con la boca abierta porque ando chido y,1
con ganas de intentar así,1
de la clica hace la fleta pa' rifar tiros,1
de motita,1
nos baje el barco pa,1
son pacas de azules,1
de morro en la calle me crie metí huevos,1
moët y de la backpack,1
a tres barbies,1
la escalera de la vida de eso,1
con la familia zambada muy especial con el niño,1
de gira por parís,1
más profunda,1
las piedras,1
siempre hubo gente buena y así me fui,1
freeways ciudad de grandes,1
nunca trabaje pa' nadie,1
y el tiempo,1
gracias a esas ramas verdes,1
y me metí,1
tal vez fue golpe de suerte,1
porque les da miedo gastar,1
solo me incitan a pecar combinan fuego con el mar ni un pendejo,1
óscar maydon de ojitos persas,1
una diosa para un mortal te,1
un éxtasis si la miras,1
y el cora,1
murió el amor,1
terminó el cora,1
tus besos rotos,1
la paso,1
con otro culo la paso otro día,1
si el color siempre,1
no ocupo darles mi nombre,1
si me levante en armases,1
lo sabe bien el que canta y algunos,1
el que gane ecribe historia,1
si a cazo me han olvidado macho prieto de nueva,1
cuando me activo me activo cuando me enfiesto,1
con rifle,1
yo no tengo enemigos,1
gonzalo inzunza aqui,1
ami plebada,1
a caballo,1
de hacha y machete,1
yo soy todo un caballero,1
no se me descuide mami,1
yo soy todo un montañero han,1
me presento,1
para sanar las heridas voy a buscar otro amor casi arruinaste mi vida golpeando mi corazon,1
con mi madre,1
para sanar las heridas voy a buscar otro amor,1
el tiempo se va volando,1
si el porte,1
y a mi madrecita linda de aquí,1
no era fácil a aquel individuo,1
cuando entraron los hombres armados en el centro de los rascacielos de la capital,1
el muchacho,1
si perdí al amor de mi vida,1
no me quería quedar,1
mario b solo,1
sé que no lo hiciste de malas pero,1
qué pasaría si te suelto,1
pero si tú eres feliz dime yo qué,1
como quieras me quieres,1
me veo feliz,1
pero a la mierda el orgullo tú sigues viva y mis ganas de hablarte,1
me dicen que no te escriba,1
por siempre serás para mí quiero,1
el loco aquél,1
confiando en el destino,1
tu boquita roja que hace tiempo me provoca,1
como la de todos,1
que la mente le cambio,1
con sonrisas miro el progreso y la tarifa,1
traen recuerdos mía anillos,1
le puli,1
enfocado en muchas cosas,1
si no pase,1
maldito el fucking día,1
no se pudo pasé,1
me gustaría decir que no te he llorado de lejos te voy a aplaudir,1
alguien me,1
no sé cómo evitar,1
me retiro el sombrero,1
pues la carne,1
cuando el bule,1
huarache ya,1
lo que llevas puesto,1
me la llevo tranquilito allá,1
no tolero a la gente mitotera,1
y no hablo nomás por andar hablando,1
para mí lo que más,1
yo crecí con la enseñanza de los viejos,1
si el saludo te lo niego,1
si te doy la mano,1
porque a mí no me,1
por mi nana,1
con orgullo traigo escuela de mi tata,1
y mi padre me,1
a saber escuchar tu voz,1
entre tus manos,1
mi rolex,1
una lista pa'l camino,1
me apunto,1
chingo de balas trocas,1
me aseguraba,1
la siento nueve,1
el cero,1
algo ilumina en esa caravana,1
mis wuercos tan,1
si se atraviesan saben la consecuencia,1
ya no sé cuánto gané,1
los viajes,1
con mi gente siempre al tiro,1
las pacas empaquetadas ya no sé dónde clavarlas vida,1
con un gallo en la mano,1
paseando por el ai5,1
con mi gente estoy al tiro,1
que de la cárcel,1
la muerte de mi carnala,1
de mi cuadra una nueve bien fajada,1
siempre me acompaña por los barrios,1
en la calle batallé,1
por que el fierro,1
yahir saldivar,1
sin miedo a nada,1
un diamante entre la escoria,1
ya les tocaba les disparaba no queda nada,1
raul beltran,1
me estoy volviendo loco me,1
y me dan ganas de gritar,1
que el destino a mala gana me,1
no eres tú quien siente este dolor,1
todo mundo abre la boca,1
la estructura enamórate,1
enamórate de mi yo te ofrezco las estrellas,1
no te ama,1
por completo ante tus pies enamórate de mi adueñate,1
si en ti me pongo a pensar me desespera mirarte sin poder acariciarte,1
si tu amor,1
solo dime la verdad,1
ahí se quedo compadre en una peda ahí quedo viejo pa todos los borrachos sale,1
por qué el mío no se no se enreda con cualquiera,1
vámonos viejo ahora,1
max son,1
de ese cariño que un día nos dimos ahora me pongo a pensar,1
porque en una peda te olvido mija así suenan los emperadores dice,1
te necesito cerca que lejos me lastima no sé cómo evitar,1
pero hay caminos largos,1
después de tormentas el cielo,1
cuando yo mire,1
los antrax nos llaman,1
con bota militar pechera,1
me gustan las fiestas y buenas mujeres yo nunca me mido en cuestion de placeres en veces de tenis,1
ya no hagan pancho,1
los ántrax,1
con bota militar,1
me gustan las fiestas y buenas mujeres yo nunca me mido,1
pero por ahora déjame sola prefiero estar sola,1
una tiene que estar mal para apreciar los buenos momentos,1
yo solo quiero quedarme sola,1
déjame sola prefiero,1
pero no te apurеs,1
pero no me sale un sí,1
todos mis amigos,1
son las 5 de la tarde,1
con tres balas en las cienes,1
entre justicia,1
con la vida has de pagar,1
si quebraste la confianza,1
el que hace desace,1
todos vestidos de negro,1
los debes de respetar,1
con cascos y cuernos,1
el prieto,1
