Término,Frecuencia
hoy me lo llevo,1
no pienses que volvere mas a tu lado,1
entre mis brazos cómo,1
hasta a llorar por ti cómo,1
sin pensar en mi que dios,1
yo me quedo aquí,1
y tú eres todo lo contrario ¿qué te dijeron tus amigas?,1
casa sola,1
dia quieres,1
te fuiste sin decir,1
tan solo con verte quién,1
chiquitita adivina,1
tan solo de verte quién,1
no tiene caso continuar,1
me lo hiciste creer como me duele perderte me resignare,1
porque me fallaste,1
me lo hiciste creer como me duele perderte,1
a casa cuando quieras regresar,1
que seas feliz de mas,1
porque me fallaste porque me fallaste porque me fallaste,1
tan solo te dire que aunque yo este lejos,1
goiás boiada,1
rio grande não volta,1
no sabes cuánto te amo,1
no bale la pena,1
que mi corazon sufrira adios,1
a tu lado yo estare adios,1
veo el cielo y la luna,1
no podre mi dolor nitrigar adios,1
me arrepienta de este amor adios,1
que quieras puedes irte para,1
ser amor me voy adios,1
vida mia para siempre te amare adios,1
vida mia para siempre,1
adios mi amor te vas,1
adios mi amor te vaz adios amor,1
good bay my love good bay my love good bay good bay my love good bay my love good bay,1
lo que tu puedes que mas da,1
de mi vida nada,1
me resignaré,1
ayer te mire con otro,1
el radar,1
le marqué y le dije yo quiero saber más sé ti,1
me dejaste con el gato con los planes de verano,1
un desorden en mi cuarto de promesas y retratos tanto,1
me dejaste por un vato el dolor,1
"sé que no, sé que no que ya no quiero tenerte yo cerca de mí porque tú no que tú no sabes",1
tu corazón me,1
ya no quiero volverte a ver,1
de mi mente te saqué,1
no me pude resistir,1
tú di,1
de los círculos,1
mi intención para ti,1
con el tiempo confianza agarramos,1
entre los dos al,1
y yo la estoy,1
pero al hablarle el tiempo paso,1
sé que tú también estas sintiendo,1
yo quiero hacerte feliz quiero,1
los aviones,1
sin guardar ningún recuerdo,1
ya no sabré del juicio,1
ke nuestro amor,1
que un día me ibas,1
de ver morir tu gran amor,1
como yo me voy hoy,1
aki llevando,1
los recuerdos de tu amor,1
de ver morir tu gran amor como yo,1
"no es tu culpa, sé",1
irte de mí amor,1
cómo quisiera decir que,1
lo debo aceptar no es tu culpa,1
dar un salto de la cama del fuego,1
como quisiera decir que para mi este adiós no me ha dolido en lo absoluto,1
adiós a mi corazón hambriento,1
el beso,1
una simple caricia,1
adiós diste,1
adiós dame,1
de la vida prometida,1
llevar la marea,1
muy dentro de mi pecho tu dolor tambien,1
a corazon,1
letes de vision norturna,1
pues ahora marco,1
supieron komo ckedo,1
con el primero cke avia,1
por komucikarlo kon el diablo dicen salio perfecto el encargo,1
habla a la empreza,1
no señor yo qiero qe,1
por traicionero,1
lo que yo puedo hacer por usted,1
no tengo paciencia pa eso yo se vuelve a escuchar otra,1
haber digame,1
por un kallejon,1
yo me encargo de ir a llevarlo,1
mi qien,1
ya que les dio las señas,1
por un callejon,1
por el tramo quince,1
extraño porque los carros van empolvados,1
con el primero que habia llamado,1
por comunicarlo con el diablo dicen salio perfecto el encargo,1
por el tramo 15 se be extraño,1
ya cke,1
eiya tzipor yafah?,1
con mensaje o tirado en el sitio no señor yo kiero qe,1
"yourself baby, i got my boyfriends you got your girlfriends maybe we can be friends nah",1
nah baby,1
i've got my girlfriends you got your biyfriends but maybe we can be friends nah,1
tu vives dentro de mi corazón,1
tú eres aire,1
y mi alma te respira,1
una brisa que alimenta,1
eres aire y me haces,1
por traisionero,1
digame ami kien,1
y mire con lo qe me a salido,1
lo qe yo puedo acer por usted,1
kon mi kompadre,1
no tengo pasiensia,1
pues aora marko,1
aver digame qe,1
saver ckien,1
yo me enkargo,1
yeled ratz el hatzipor,1
ein tzipor,1
if you want respect,1
del caballito aventado varios cargadores,1
para sentirme tu amor ¡ay ama!,1
chiquita dios te bendiga ¡jua! si yo soy nada,1
aun así yo voy a estar,1
de tu mano la caricia para sentirme tú amor,1
mi sonrisa,1
y al cabo,1
hasta con enemigos,1
lo an tratado de tumbar no,1
le rodean el cinto artillero,1
si yo soy nada sigue tu rumbo aun así yo voy a estar,1
granadas de mano,1
y valor sufiente,1
un jefe qe,1
qe pelea,1
el cartel sinaloense,1
de abolengo,1
lucha a muerte la batalla,1
lo ara asta qe ciaga no,1
de tu mano la caricia,1
todo derechito,1
cuando las cosas,1
el colo,1
y yo yo te busco y tú me das la espalda,1
yo platico y tú me alzas la voz yo agacho la mirada y tú,1
y al menos pidiéndote perdón,1
al diablo tú al diablo yo al diablo todo,1
doble rodado blindada,1
a la orden del güero palma,1
un estilo inigualable el estilo güero palma,1
una cachuchita negra,1
son para mis angelitos ¡ahí descansan ahora!,1
una de etiqueta,1
las preguntas,1
cosalá de elegua,1
como tumba el viejo,1
una super colt,1
con una rubia o pelo negro la plebita,1
prendo la turbina,1
pura vitamina del 70,1
entre brindadera sale un niño,1
and gotta have to have respect,1
lady and goes both ways my friends,1
ahh corazon me lastima,1
bien sentado con un gallito,1
no hubo ni una noche,1
de que regresaras y ahora que tú estas aquí conmigo,1
el tiempo que perdimos ahora,1
no necesito pedir mas,1
solo que estés conmigo para siempre,1
te juro por dios,1
puedes estar segura,1
de que regresaras y ahora que tú estas,1
apasionado del trabajo,1
lo que existe ente los dos ahora,1
que también me ha costado,1
de la forma mencionado,1
de la gente atrasado que atrás,1
cuando apenas comenzaba el niño,1
tal vez nunca fui feliz,1
sonora de porte diferente tragos,1
lo único que me ha faltado pa,1
el hombre que yo antes fui,1
y me gustooooo.,1
para arrepentirse dile,1
la vida te cambia y yo estaré,1
a señas le hablaba(x2,1
en hacerme dufrir,1
no sufres solo tú sino los dos yo sé que te pegaron y muy fuerte yo sé que es muy profundo tu dolor,1
no sufres solo tú,1
yo sé que te pegaron,1
"si sufres,",1
tú bien sabes,1
murio agustin jaime porque,1
jaime montaba,1
el perdio la vida,1
de que ya no estás ahogándome en este veneno pa′ sentirme mejor matame ya no soporto este dolor,1
maria garcia(x2,1
a los siete pasos hay lo dejaron(x2,1
murio agustin jaime por enamorado(x2,1
pintaba en el cielo razo,1
que me llevo la escalera dice un chiste,1
pintaba en el cielo raso,1
que me llevo la escalera ni,1
el alejarme,1
ya no lo conozco,1
nunca me olvidaré de los que apenas empecé,1
lady that knows how to act like,1
"hello no, i'm not lee harvey oswald",1
nué minha véa eu num casava,1
não te cala,1
na ladeira do sabão é ciranda,1
luiz gonzaga,1
não volta mais,1
"oye, you know the drama?",1
it goes something like this it must be the ass that got me like damn if they get any fatter,1
the rule going to have to get at her and our situation won't matter i come to make you smile in the freakiest manners j to the l-o,1
i'm the rule and i shot call off the wall like mj in his early days it's the inc,1
cachorro ai de ti latí e urubú ai de ti,1
and lopez now ain't that funny?,1
now you want to see what's going down tryna tell me why you want my time tryna tell me how i'm on your mind see,1
it never had to be this way you,1
have never played the games you played now i'm seeing that you're kind of lame knowing how the situation change ain't that funny?,1
learned ain't that funny?,1
my friends our relationship is all about love,1
lady with respect,1
you check it out the gentlemans said that,1
se eu soubesse disso tudo,1
pau e ai d'eu sodade marido seu,1
ello' ya saben,1
e faiz u'a bassora das pena quem me dera tá agora,1
no debo que hablar de más y lo saben nunca me voy a olvidar de dónde yo llegué,1
lo que pasa es que soy buena,1
ahí dónde me ven,1
contigo me sonrío se me quitó lo triste cuando te vi y me viste,1
y ahí estabas tú,1
listo pa,1
nué minha véa cai,1
nué minha véa me morde,1
nué minha véa nos braço,1
nué minha véa arrisca quebrá,1
nué minha véa fiado,1
nué minha véa dismancha,1
faiz u'as carça prá mim e ai,1
o home qui num trabaia num,1
trabaiá é muito bom,1
nué minha véa mais é,1
e ai d'eu sodade marido te alevanta,1
um mingau qui,1
las cuentas iban saliendo,1
las cosas que un diel soñaba ya sele iban consediendo el i,1
te estoi cuidando,1
ya jale el primero -te suda,1
te tengo en cortito ·saca tu pistola solo ponle un tiro,1
los tengo de sobra,1
-mi mano no tiembla,1
dejare dos tiros -porque me robaste ·tu no me pagaste -la merca,1
mia ·eso,1
cuando te vendiste -nuestras amistades eso me fingiste -te encontre en la callle,1
andabas de perro -enseñaste el cobre,1
grandes amistades ·que por mucho tiempo yo logre ganarme ·la red de colombia,1
frente de aqui te estoy,1
destrosarte ·no,1
·el sudor que miras,1
no es sudor de miedo,1
·que por verte muerto,1
decididos a matar andamos,1
no la podemos perder,1
somos una clica grande tenemos,1
de la gente cachanilla pochos,1
con la camisa,1
·lo que tu causaste no,1
-las tres explosiones,1
invadiendo territorio,1
como un ladron y robar tu corazon ansias,1
como um raio,1
ana raio não,1
passo seu,1
apreço seu,1
um trovão voa,1
sobe aos céus,1
ana raio ana raio,1
de acariciar tu piel,1
como un ladron y robar,1
tu ya me hacias muerto,1
tu corazon acercate,1
anabel olvidaremos,1
cheyenne pacas,1
cuando piso a fondo,1
gente de respeto,1
marca registrada ¡,1
óscar maydon! no,1
cien buenos,1
nos morimos en la raya,1
tijuana les,1
dodi yarad legano la'arugot habosem,1
ya empezó el mes de noviembre,1
quieren serio,1
entre licores y damas seguido,1
cuando andan en culiacán,1
san luís rio colorado,1
pasean x la,1
obregón y,1
el olivia,1
de media noche,1
vamonos pa culiacán,1
jaja se,1
los gallos ay k pelear donde quedo la lavada,1
entre licores y damas,1
cuando andan en culiacan los,1
tijuana van,1
el parra,1
el rodeo de media noche,1
ya empezo el mes de noviembre vamonos,1
donde quedo la labada y la banda,1
pura influencer subo,1
malandreada y fresas,1
le mandamos un saludo al señor hasta la palma,1
del cartel de aquel señor,1
aquí la plaza esta,1
todo corre como el agua pura gente del tigrillo de la mas seleccionada,1
me enciendo fácil,1
y a los traicioneros,1
lo que no tolero,1
me duermo cuando sale el sol de noche,1
varios en cajahuelados,1
un nuevo día,1
kartel music no,1
con unas güeras,1
me sobra el billete pa' seguir peleando,1
los años han pasado,1
las mismas ropas cargo,1
cuando yo salí conmigo,1
la humildad no se olvida porque,1
un dembow y un polvo,1
estirando espuma,1
ya entro en efecto,1
no ar repassando a cortina do,1
dodi yarad legano,1
el acordeon suena,1
ya pierdo la inocencia estar,1
y decirme to',1
que a nadie le diga cosas bonitas,1
o solo una parte de la historia,1
yo borraría el día que te vi pa' no conocerte,1
yo te creí cuando tú me juraste,1
nunca hubiera imaginado,1
amar a un hombre,1
eso me hace estremecer quiero,1
si tu mano me toca ya no puedo ocultarlo amor,1
ya estás muy dentro de mí y te llevaré conmigo,1
pues has llegado tarde a mi vida,1
no puedo estar,1
tu destino no puedo andar,1
tu camino y eso sabes,1
bien que me lastima tal vez estoy haciendo daño pues,1
ofrecerte nada,1
un poco terco no puedo contenerlo porque ese amor por ti me está matando amor secreto te quiero para siempre a mi lado,1
por eso que hoy te digo adiós te quiero y no puedo controlarlo y no puedo ofrecerte nada claro no quiero hacerle daño a quien me está esperando ella me,1
y si yo me vuelvo loco te voy a culpar a ti,1
enamorarme de ti,1
por eso que hoy te digo adiós amor secreto,1
las conquistadoras,1
perdona a este tonto,1
ya lo se…,1
la esperanza no la pierdo,1
siempre paso delirando,1
que en mis brazos yo te tengo,1
la verdad como deseo,1
si no es mas con esos tengo,1
chile producciones internacional,1
los reyes del,1
y si yo me vuelvo loco te voy a culpar a ti yo,1
porque molestas,1
peo aora mi amor ia,1
mii señor,1
cuando me acuesto,1
no debo pensar en ti no sé qué mal hice,1
porque en verdad yo la amo,1
por mí no la miro sufrir señor,1
no importa morir por ti señor,1
todo sin pensarlo amor secreto te quiero para siempre a mi lado,1
ya no quiero llamarte mucho menos textearte,1
hayafah banashim,1
tu eres de otro,1
lo siento amigo,1
pues a mi vida,1
aún eres joven,1
amor ingrato a mi amor,1
ya no quiero de tus besos,1
esa flor que te,1
al principio de hacer el amor,1
tu y yo ya somos amores,1
yo soy de ella,1
lil' bitch nata,1
aqui terminamos no,1
por el bien de nuestras vidas....,1
me tienes horneado,1
yo te necesito a cada instantе amor,1
"eh me tienes loco, chiquita",1
los gemelos lento,1
cuando yo te tengo,1
quiero amor,1
para contarte que me he enamorado,1
estruendo toque mis,1
tu no me haces cariño,1
vida mía puro triple l herencia,1
pocas veces tuve el gusto de ser tu dueño,1
cuando me dabas chance salias,1
y el tonto,1
te crello,1
nunca pense que solo me gustaria,1
y matame chiquita,1
un amor que no durará,1
una eternidad tu mirada,1
con mis compas me la rolo a,1
las manos quiero,1
cosas del ayer,1
por las calles me la paso,1
muy dolido y todo,1
de un bohemio loco sentimientos encontrados rechazados,1
sueño loco no me enojo otros ojos,1
hago morbo algo,1
ensortijo alguien que me haga,1
sentir mejor,1
con un carton de cerveza,1
me vale si estan prohibidos,1
amor no te vaya are,1
pero mi alma,1
nunca imagine que cambiarias y,1
todo era falsedad ando que me lleva la tristeza traigo destrozado el corazon nunca habia sentido tanta pena como me ha dolido tu traicion,1
mi gran pena quiero ahogar,1
pues no he podido encontrar,1
lo que mi alma,1
por eso tengo la ilusion busco el angel de la mañana angel que,1
el tiempo pronto pasara nuevos dias,1
los crueles ecos del ayer pronto,1
lo que jamas encontrara busco el angel de la mañana angel que,1
la tristeza traigo muchas ganas de llorar como estoy sufriendo por tu culpa como voy a,1
solo en mi vives,1
donde sea,1
por el cielo carretera,1
la que,1
al 100 está conmigo ya se la sabe mi compa aquí,1
a la orden yo le voy a,1
por andar conmigo al 100 y ser parte,1
del equipo saludos a la plebada,1
para olvidar ando que me lleva la tristeza traigo destrozado el corazon nunca habia sentido tanta pena como me ha dolido tu traicion cuantas cosas lindas me decias yo me enamore de tu bondad,1
qué los sueños,1
que quiero mucho pero mis hijos la neta,1
yo seguiré trabajando,1
adrián me,1
"pero dudo que pueda, me tiembla el dedo",1
y pa’,1
cuál es la bronca,1
si pega la cruda,1
compa joaquín,1
los envidiosos,1
se escucha un dicho,1
doble pistola,1
y el respeto,1
aquí sigo dobleteando,1
un rolex lleno de diamond,1
a mi apá,1
al salir de casa,1
medalla de honor) bien,1
tener bien a la familia ese,1
con la medalla de honor viejo,1
por eso es que,1
y a su pueblito querido y una caja,1
otro rollo y sin pensarlo,1
no imaginé el dolor,1
la gran ambición de tener te,1
mercado de verde a la blanca las pacas,1
así coronamos yo soy,1
pablito muchacho yo,1
se cerró la línea,1
amado carillo,1
pues todo el inicio se mira de nuevo como,1
la fama el dinero mujeres,1
la decisión te la da la pobreza,1
yo con mi poder,1
y la bella señora,1
alcancé riqueza,1
de aquel que no quiso seguir su camino,1
con la fortuna del gran colombiano,1
el cruce la fuerza del gran mexicano,1
la mezcla perfecta del chapo,1
me siento más contento con mi linda profesion,1
soy taxista y escuchen mi cuento,1
viernes 18,1
ya aprendí a vivir de todo,1
pero al mil con mis deberes,1
por ellos daría mi vida y pa´,1
lo que viven lo que valen como se moviliza en el jale,1
un reino solo,1
una pieza,1
porque tengo a mi princesa y una caja,1
por las calles andaba de prisa,1
pero el mundo gira,1
hoy la vida,1
mis amigos los tengo contados en buenas y malas,1
el pepé y el juan al tiro y yo queria el cruzesillo y el joe,1
zorda no,1
y con un vaso de un buen,1
cosas buenas también malas,1
son los golpes,1
un dolor fuerte en mi vida,1
el señor da despedida,1
mis princesas,1
el andrew,1
por ellos no hay duda,1
mi delirio son las damas,1
y quiero sanar en silencio,1
cuando estoy encabronado,1
viva su vida compadre,1
qe me trajo puro corte,1
lo último que tenía mi burrita,1
y ahí nomás pa',1
andas muy enfermo necesitas,1
para la tristeza,1
son unas plebitas,1
ahí nos vemos pronto,1
ahí está su casa,1
solo el polvo me levanta todavia,1
la nariz ya me sangrava ahora,1
porque esta ruina,1
anda bien amanecido la chamba,1
no me la quiero,1
soy malandrin,1
pa qe,1
con arrallanes del pueblo,1
qe linda noche de anoche,1
y mas linda la mujer,1
entre perico y cerveza,1
pero yo sigo tranquilo,1
año viejo mal parido,1
para pasiarme prefiero,1
una historia todavía sin final,1
morirce de viejos andando,1
por eso salgo de noche a divertirme de veras,1
las cuentas pago con polvo,1
del bueno no chingaderas viva,1
cuéntame: ¿qué te,1
yo también tengo secretos,1
la duda ah-ay,1
una historia tengo,1
podríamos decirnos cualquier,1
le hiciste mal a la gente,1
viejo chuchumeco,1
porque sos el viejo,1
de mi vida futural menos mal que te marchaste mala suerte me has dejado todito,1
todo me lo arrebataste y yo como era de rico hoy,1
maldito viejo marihuanero serás,1
muy bueno que te borrás para siempre de este,1
lo último,1
venga mi amor,1
y la morras,1
una trocona flamante que el mundo,1
porque soy muy peligroso,1
le di toda mi confianza,1
muchas cosas yo he cambiado,1
un tumbado con calidad,1
cien enemigos,1
el mismo suelo,1
lo va a llenar de sangre,1
para quitarle la vida,1
ya se me está haciendo tarde quiero,1
la muerte viene conmigo ahí,1
y me resultó rajón ya,1
respeto yo he ganado,1
el asunto,1
porque también traigo parque para,1
lo que perdí no me apura,1
para mí eso,1
eso ya todos sabemos duele más cuando un amigo,1
la traición no la perdono,1
así es como yo trabajo,1
si no los tienes grandotes no le brinques,1
"puro east side, baby we'rе from texas porte diferеnte ¡ah!",1
yo he venido desde abajo,1
hasta el fondo,1
siempre firme para andar en la vagancia seguimos a tirar party,1
esta buena la parranda,1
yo quiero seguir pistiando,1
ando bien pedo,1
sé que soy perdido sé que estoy muriendo sin tu amor,1
vamos pisteando,1
sé que estoy muriendo sin tu amor,1
ando bien pedo bien loco cantandole,1
no ocupamos aunque allá causa,1
para pistear la buena charla,1
de eso nunca se descuidan,1
otro trago para que la vaya,1
para bailar que me presenten las amigas,1
poquita acción,1
sin importarme en esta noche,1
y ahí nos ven,1
yo con un toque,1
y ahí me mira,1
no saben na' de mi vida,1
lo que tú prefieras vamos,1
sentido este mundo sin ti,1
hermano i,1
algo que no se me olvida me,1
copa quiero,1
de veras juan,1
pues yo le daba,1
cantemos juan,1
no hablemos mal,1
al fin al cabo de mujer,1
no te burles de mi suerte,1
ayer me,1
que queria rehacer su vida,1
recuerdas juan,1
por eso ando en la bebida,1
yo solo no puedo contarme mentiras apenas,1
siento cerquitas la muerte,1
por mas que quiero olvidarla no se aparte de mi mente,1
con botellas de agua,1
yo solo no puedo contarme mentiras,1
,1
estás tan bella,1
que mis caricias las llenaban de emociones que crees amigo juan,1
una mujer lo destrozo,1
son tantas las cosas ricas,1
nunca me fío de las ratas,1
las caravanas las trae,1
los ninis están listos pa la acción,1
bien empotrados se les ve el tostón gente de iván,1
ya me hice amigo de la muerte,1
soy muy tranquilo para trabajar,1
pero me enciendo y saco,1
un saludito pa aquel viejo,1
panu estoy él,1
soy bélico,1
el sentimiento aquel amigo juan,1
yo solo me dedico a laborar,1
para cumplir con mis placeres,1
ya saben bien de quién,1
iván somos,1
si el medio,1
pues te la regalo,1
te espera una cita esta noche a las diez,1
sin querer lo supe alguien,1
sin compromisos y sin afanes,1
ya no quiero que me digas te quiero ahora,1
regálame una sonrisa y te doy un beso ¡cómo te quiero!,1
puro polo gonzález,1
pues llegamos,1
pues la elegancia,1
ah-ah compa,1
jasiel pura double p records,1
con dinero cae cualquiera,1
el carrito de mis sueños,1
lo único que ha cambiado,1
la gorrita amiri reluce a,1
jaja yes,1
aladino a varios cabrones,1
el molly las pone locas y rosa,1
una me cuenta las pacas mientras otras,1
dos fuimos amantes,1
llegamos juntos a vivir algo importante me temo que,1
yo estoy desde hace tiempo sin amor y el último,1
que tuve,1
te extraño amor amor amor cuanto te extraño amor,1
cuanto te extraño mi amor amor,1
gratis hoy,1
pues tratos hacemos siempre,1
ya no quiero que me des un ratito,1
sé bien sigues,1
ya no quiero que acaricies mi pelo,1
ya no quiero estar solo en tus retratos ahora,1
ya no kiero q me des tus ratitos,1
ya no kiero q me des,1
yo no me conformo,1
ya no kiero berte,1
kiero berte,1
sé que no puedes olvidarme,1
con esa cara de pena vengo,1
para todos lados,1
brindemos por el fracaso mejor,1
yo tambien tuve lo mio y quiero brindar contigo tomemos,1
amigo mio ella,1
porque talves,1
quién save dios,1
si yo la viera del brazo de otro,1
amigo mio,1
la elegancia siempre cuesta,1
jhonny rivera amiga,1
y si tuviera la suerte,1
cuanto te extraño mi amor amor amor,1
pero cuando yo te vi en sus brazos ay,1
me pierdo en tu cuerpo,1
no te dañarán te voy a cuidar,1
creí saberlo todo y ahora tú me tratas muy mal,1
y parece que yo nunca volveré a amar,1
jamás hello?,1
hey baby oh,1
"we need to talk no, we don’t she didn’t meant anything to me like guess i didn’t mean anything neither could you just please listen?",1
it’s over las cosas que yo oí de ti,1
que yo nunca volveré a amar,1
tan preciosa,1
te miro y solo pregunto ¿,1
a mí me está,1
pero yo te,1
tus recuerdos me dan felicidad,1
a mí me está cambiando,1
el tiempo no vuelve y yo soy rebelde,1
por eso cabalgo sendero negro,1
esta amarga derrota,1
que tus labios,1
mi mirada,1
esta soledad,1
mia qisiera,1
por algo me adelantado i,1
rancho de rosa morada ahi,1
donde siempre quise andar,1
de qe me sirven tus besos,1
de qe me sirve ser tu amante,1
y qe me digas qe me amas si cuando me despierto,1
nunca te encuentro en mi cama qe,1
qe me sientas,1
de sudor sobre tu espalda,1
"no te dañarán, te voy a cuidar",1
sin qe nadie lo notara,1
simplemente vida mia,1
baby g con,1
lo malandro,1
blin blin,1
tan hermosa y prodigiosa,1
tú serás marilyn monroe,1
"todos hablarán, nadie entenderá",1
yo que tuve un hogar verdadero,1
te la debo a ti mi querida reina no,1
cuando me estás,1
tu voz me eriza la piel,1
todos al cielo,1
me he quedado atrapada en un inmenso sismo que yo le pido al cielo,1
que en mis noches me confundo,1
por su ausencia yo delirio,1
entera la pasión,1
recuerdo bien sus ojos,1
de color café,1
de la que me enamoré sé que tu eres muy linda,1
regálame tu sonrisa,1
por manos del alfarero no hay que juzgar por juzgar saben,1
seguro estoy de amarte me,1
regálame tu sonrisa contigo,1
regálame tu sonrisa te daré todo mi amor,1
cartel amiga,1
ven dame tu cariño,1
te daré todo mi amor,1
amiga esta noche he decidido por,1
"sin vacilar, estoy dispuesto a hablar",1
todos al cielo no,1
e eu errei,1
que por no entenderlo tú lo despreciaste no,1
durango donde,1
que por no entenderlo tú lo despreciaste me quede muy triste cuando te marchaste,1
que por no entenderlo tú lo despreciaste,1
,1
sin límite en el horizonte,1
porque al final el que más dio es el perdedor amarte,1
porque quererte fue una tontería,1
tener troca nueva,1
pero la pobreza,1
mis viajes,1
meu grande amor eu não ai,1
vamonos pal,1
yo con mis hermanos,1
igual que en un tiempo estuviste conmigo allá,1
puro fronterizo,1
aunque yo ande,1
avisas sigo,1
sem você,1
eu não posso viver ai sem você,1
cuanto te extraño amor amor amor cuanto te extraño amor amor amor cuanto te extraño amor es grande el amor,1
cuanto te extraño amor,1
perdona este tonto que,1
yo he sufrido tanto por tu ausencia,1
yo te amó en silencio,1
te robé mil besos,1
sin que tú lo sepas te abrazo y te beso en mi soledad,1
me miro en el espejo,1
el tiempo que he sufrido por tu adiós obligo,1
pues siempre estoy pensando,1
de tanto que me duele,1
para seguir,1
sé que pude haber yo hecho más por ti oscura soledad estoy viviendo,1
sin que tú lo sepas te abraza y te besa,1
la misma soledad de tu sepulcro,1
tú eres el amor del cual yo tengo,1
el más triste recuerdo de,1
acapulco cómo,1
soy un hombre con criterio y la oferta no me intereso,1
de juguete,1
no muy altas ya la luna,1
todas las esperanzas que mi alma,1
"no grito, no lloro",1
te robó mil besos,1
te escribí mil cartas,1
como un loco la paso,1
de repente este amor,1
"calibre 50, chiquitita",1
"amor, amor del bueno",1
quedara escrito,1
contra penas y dolor,1
te fuiste con otro en busca de pasión,1
pero no te miraba con ojos de amor juraste amor eterno,1
un amor sincero en peligro de extinción,1
tik toks,1
él te ama en silencio,1
y yo aquí en mi cuarto,1
no te puedo borrar,1
el exceso,1
por tu culpa caí en la puta perdición,1
toda historia bonita,1
pero en esta,1
en mi cora,1
porque sin tenerte él te quiere,1
me dejaste en el corazón,1
cante canciones de amor para enamorarte,1
todo lo que pasaría solo con una mirada te acercaste de una forma misteriosa,1
este amor me esta matando siento,1
millonario ella,1
oh amor mío no he podido dormir te,1
una explicación hoy no más,1
la sierra oh amor mío no he podido dormir te,1
te extraño te,1
y no consilio el sueno mis noches son pesadillas mejor,1
ponme cerca de tu cama,1
para siempre estar contento,1
que me estoy carbonizando deverias,1
por que te quiero te doy la libertad de que vueles en pos de tu felicidad aquí se termina aquí se termina este amor limosnero me voy de tu vida,1
no me paresco al de antes,1
el alcohol y tus recuerdos,1
que alfil e aprendido,1
amor no te vayas te debo la vida,1
sin ti yo estoy,1
"por que, pierde sentido este mundo sin ti",1
amor no te vayas are,1
lo que tu prefieras vamos,1
por que te quiero te doy la libertad de que vueles en pos de tu felicidad,1
aquí se termina este amor limosnero me voy de tu vida,1
conciencia no,1
yo no quisiera provocarte pena,1
y con llanto pide perdón,1
que imploro como un niño que pide,1
de los enamorados,1
con su manto sagrado,1
nos envuelva a los dos,1
,1
me duele mucho,1
hoy me marcho de ti no,1
aquí se termina,1
se ve que ya quieres volar aquí,1
me voy de tu vida porque te quiero te,1
quisiera hablar,1
me duele mucho me parte,1
pero que puedo hacer ahora recojo mi arrastrado orgullo hoy me marcho de ti no lo vas a creer yo no quisiera,1
provocarte pena pues,1
por no verme,1
llorar podrías quedarte,1
las alas,1
te confieso me gustabas despertaste,1
não sair,1
lo que yo había soñado no te sales,1
"el calor de amor bonito ¡ay amor bonito! yeah-yeah-yeah ay, amor bonito ay",1
oh llévame,1
ay! quiero,1
por la cinturita,1
me haga cosquillitas llévame contigo para tu casita y me des mil besos,1
"aquí en mi boquita ¡uh! ay, amor bonito ay",1
ay papito llévame pa',1
y me des besitos tus,1
yo quiero sentir,1
ay! tú,1
luis ángel el flaco ¡au! traigo ganas de un amor,1
"tú y yo, tú y yo",1
hey yeah,1
pero borracho me,1
échenme la carne asada,1
un caldito y una pola,1
o un tequilita,1
un tequilita,1
un menudito bien picoso y me aliviano,1
para que me abraces,1
y mi camisa,1
me he prometido que debo,1
de tu presencia,1
me das ternura,1
una bendición de dios,1
tú eres mi amor anhelado todavía,1
cuando tú estabas lejos,1
ay qué tristeza la mía yo te amo,1
te quiero mi linda mujer una bendición de dios,1
tú eres mi amor anhelado tú eres mi amor anhelado,1
de conocimiento y te vengo,1
para ofrecerte noches divinas,1
yo busco algo bien dime si te interesa traigo ganas de un amor bonito pa,1
con mi experiencia y me sobra valor,1
que sabré hacer de ti,1
sé que en realidad tengo más años,1
sé que junto a mí te ves más joven sé que en realidad tengo más años,1
ya probé otros besos,1
porque cuando te vi algo me dijo hay que sentar cabeza,1
no puse frenos,1
ante tu belleza,1
para la otra cantina,1
un juego y somos dependientes ya no eres una más este amor impropio a,1
deus me deu tamanha sorte,1
inteiro fez,1
eso éramos tú y yo eso,1
nos mirábamos siempre en el recreo también en la salida de la escuela,1
ese mundo nuevo que sin ti veo sin fin,1
y tanto que te he,1
tú me estarás también soñando,1
porque en mis sueños,1
e doa a quem doa,1
eu vim,1
que moeda,1
cuando me enamore de una chiquilla,1
dinheiro vejo,1
do amor de um violeiro no,1
cantador de mundo,1
me dói a dor de quem chora,1
por isso eu sou violeiro e num,1
quem quiser me abrace forte,1
ou eu abraço,1
do amor de um violeiro salve,1
le dibujaba dos corazoncitos,1
con una ilusión es loca esperanza sufre el corazón,1
conviene te,1
con un encuentro,1
te dejaré libre tú no te mereces vivir medio tiempo a media caricia a media sonrisa medio sentimiento te dejaré libre tú no debes ser un amor de paso más estas consciente mis amaneceres están ocupados cuántas veces me he prometido que debo,1
yo quisiera que tuvieras a tu lado,1
un amor completo pues no te mereces mi doble vida ni este medio tiempo te dejaré libre tú no te mereces vivir medio tiempo a media caricia a media sonrisa medio sentimiento te dejaré libre tú no debes ser un amor de paso más estas consciente mis amaneceres están,1
tus reproches no entran en mi cama,1
que yo no he valorado,1
solo con copas,1
porcentaje de amores,1
un amor confuso,1
pero creo que hora,1
amigo tú que me escuchas tú también puedes saciarte,1
de empezar amarnos somos,1
directamente del padre,1
no es un amor fingido verdadero amor de amores amigo tú que me escuchas tú también puedes saciarte,1
su sangre,1
